sex,cur_eco_activity,household_size,age,household_position,economic_status,edu_level,marital_status,prev_residence_place,occupation,citizenship,country_birth
female,138,114,10,1220,111,5,1,1,1,1,1
female,137,112,8,1110,111,2,1,1,0,1,2
male,133,113,4,1110,111,1,1,1,1,1,1
male,122,113,8,1110,111,2,1,1,0,1,1
male,135,112,10,1131,111,5,1,1,0,1,3
female,131,111,10,1210,111,1,1,1,0,1,1
male,138,114,5,1110,111,5,1,1,1,1,1
female,135,112,10,1131,111,3,1,2,0,1,1
male,131,113,6,1121,111,3,2,1,0,1,1
female,131,113,6,1110,111,3,1,1,0,3,1
male,138,112,6,1131,111,2,1,1,1,1,1
male,131,111,10,1210,111,3,4,1,0,1,1
female,131,113,4,1110,111,1,1,1,0,1,1
female,131,112,8,1110,120,2,1,1,1,1,1
female,131,113,9,1110,120,2,1,1,1,1,3
male,131,112,9,1110,111,2,1,1,0,1,1
female,135,113,12,1122,111,3,2,1,0,1,1
female,139,111,11,1210,120,5,1,1,0,1,1
female,131,113,12,1132,111,5,1,1,0,1,1
male,137,112,10,1121,111,5,2,1,0,1,1
female,131,113,8,1110,120,3,1,1,1,1,1
female,132,114,5,1110,111,2,1,1,0,1,1
male,135,113,9,1110,111,4,1,1,0,1,1
male,135,114,9,1110,111,3,1,1,0,1,1
female,136,112,10,1131,111,3,1,1,0,1,1
male,136,113,11,1122,111,2,2,1,1,1,1
male,122,114,7,1122,111,3,2,1,1,1,1
female,124,113,8,1110,111,3,1,1,0,1,1
male,134,112,9,1110,111,3,1,1,1,1,1
male,136,112,8,1110,111,2,1,1,0,1,1
male,124,114,11,1122,111,5,2,1,1,1,1
female,111,112,10,1110,120,3,1,1,1,1,1
male,133,112,10,1131,111,5,4,1,0,1,1
male,131,112,6,1121,111,3,2,1,1,1,1
male,131,112,6,1131,111,3,1,1,1,1,1
male,124,112,5,1122,111,3,2,1,0,1,1
female,122,112,6,1131,111,2,1,2,1,1,1
male,132,112,10,1121,111,5,2,1,1,1,1
female,132,126,4,1110,112,2,1,1,0,1,1
male,131,112,6,1131,111,3,1,1,1,1,1
male,111,112,9,1110,120,3,2,1,1,1,1
male,137,112,10,1121,111,5,2,1,1,1,1
female,131,113,6,1122,111,5,2,1,1,1,1
male,137,112,7,1121,111,5,2,1,0,1,1
male,132,113,12,1122,111,2,2,1,0,1,1
female,122,113,12,1132,111,2,1,1,1,1,3
female,137,114,6,1122,111,5,2,1,1,1,1
female,135,113,11,1122,111,3,2,1,0,1,1
male,133,125,9,1122,111,5,2,1,0,1,1
male,139,125,5,1110,120,4,4,2,0,2,1
female,137,113,11,1122,111,5,2,1,1,1,1
male,131,112,8,1110,111,2,1,1,0,1,1
female,111,114,7,1122,120,3,2,1,1,1,1
female,138,112,11,1121,111,4,2,1,0,1,1
female,137,114,12,1122,111,5,2,1,0,1,1
male,131,112,10,1131,111,5,1,1,0,1,1
female,137,114,7,1122,111,5,2,1,1,1,1
female,131,113,4,1110,111,3,1,1,0,1,1
male,122,112,12,1220,111,3,1,1,1,1,1
male,131,113,8,1110,111,2,1,1,0,1,1
male,122,112,11,1121,111,3,2,1,0,2,2
female,138,112,6,1131,111,2,1,1,0,1,1
male,135,112,6,1131,111,5,1,2,1,1,1
female,136,112,11,1131,111,5,4,1,0,1,1
male,136,113,9,1110,111,2,1,1,1,1,1
male,136,112,8,1110,111,3,1,1,1,1,1
male,138,125,11,1122,111,5,2,1,0,1,1
female,122,112,5,1131,111,5,1,1,1,1,1
female,131,112,6,1131,111,2,1,1,1,1,1
female,132,113,12,1122,111,1,2,1,0,1,1
male,133,112,9,1121,111,3,2,1,0,1,1
female,133,111,11,1210,111,5,1,1,0,1,1
female,136,111,6,1210,111,5,1,1,0,1,1
male,131,111,9,1210,111,2,1,1,0,1,1
female,131,113,9,1220,120,3,1,1,0,1,1
female,137,111,6,1210,111,5,1,1,1,1,1
male,134,114,8,1110,111,2,1,1,0,1,1
female,135,113,11,1122,111,3,2,1,0,1,3
male,136,112,9,1131,111,2,1,1,1,1,1
female,135,112,10,1131,111,3,1,1,1,1,1
female,131,126,9,1110,111,3,1,1,0,1,1
female,131,113,7,1132,111,3,4,1,0,1,1
male,131,112,10,1121,111,1,2,1,0,1,1
female,135,126,8,1110,111,3,1,1,0,1,1
female,138,111,6,1210,111,3,1,1,1,1,1
female,131,111,5,1210,112,3,1,1,0,1,3
female,138,113,6,1122,111,3,2,2,1,1,1
male,124,113,11,1122,111,3,2,1,1,1,1
female,138,112,10,1110,111,2,1,1,0,1,1
female,122,113,11,1132,111,4,4,2,0,1,1
male,132,113,8,1110,111,3,1,1,0,1,1
male,124,113,5,1110,111,5,1,1,0,1,1
male,131,112,9,1110,111,3,1,1,0,1,1
male,131,114,8,1110,111,3,1,1,0,1,1
male,132,125,10,1122,111,3,2,1,1,1,1
male,122,114,8,1110,111,2,1,1,1,1,1
female,138,113,6,1110,111,2,1,1,1,1,1
male,131,111,6,1210,111,3,1,1,1,1,1
female,138,112,6,1121,111,2,2,1,1,2,2
male,136,113,13,1122,111,5,2,1,0,1,1
female,131,126,4,1110,112,3,1,1,0,1,2
female,122,112,8,1131,111,1,1,1,1,1,1
female,131,114,4,1110,112,1,1,1,1,1,1
male,131,114,7,1122,111,5,2,1,1,1,1
female,139,112,9,1110,111,3,1,1,0,1,1
female,131,111,8,1210,111,3,4,1,0,1,1
male,122,113,8,1110,111,3,1,1,0,1,1
male,135,114,12,1122,111,3,2,1,0,1,1
female,134,113,9,1110,111,3,1,1,1,1,1
male,135,113,7,1132,111,5,4,1,1,1,1
male,135,112,7,1131,111,3,1,1,0,1,1
male,122,114,13,1122,111,5,2,1,0,1,1
female,138,114,7,1122,111,3,2,1,0,1,1
female,131,112,9,1110,120,3,1,1,0,1,1
female,122,114,7,1122,111,3,2,1,0,1,1
male,124,112,10,1131,111,3,1,1,1,1,1
female,131,125,4,1110,112,3,1,1,1,1,1
male,136,112,7,1131,111,3,1,1,0,1,1
male,122,113,12,1122,111,5,2,1,0,1,1
female,124,112,8,1131,111,2,1,1,0,1,1
male,135,112,11,1121,111,3,2,1,1,1,1
male,131,114,7,1122,111,5,2,1,1,1,1
male,136,114,11,1122,111,2,2,1,1,1,1
female,138,112,9,1131,111,3,1,1,0,1,3
male,132,111,7,1210,120,3,1,1,1,1,1
female,122,111,5,1210,111,2,1,1,1,1,1
female,137,112,11,1131,111,5,1,1,1,1,1
male,136,112,8,1131,111,2,1,1,0,1,1
female,131,113,8,1110,120,2,1,1,1,1,1
male,135,112,6,1131,111,5,4,1,0,2,2
female,135,111,10,1210,111,2,1,1,0,1,1
female,135,114,5,1110,112,3,1,1,0,1,1
female,131,112,10,1110,111,3,1,1,0,1,1
female,111,125,7,1122,120,3,2,1,1,1,1
male,122,113,8,1110,111,2,1,1,0,1,1
female,133,112,7,1131,111,3,1,1,0,1,1
male,135,112,8,1110,111,2,1,1,0,1,1
female,135,112,6,1131,120,5,1,1,1,1,1
female,131,114,5,1110,112,3,1,1,0,1,1
female,131,112,9,1121,111,3,2,1,1,1,1
male,131,112,4,1110,112,1,1,1,0,1,1
female,131,113,7,1132,111,1,4,1,0,1,1
female,132,111,13,1210,120,2,1,1,1,1,3
male,131,125,4,1110,112,2,1,1,0,1,1
female,131,111,7,1210,111,2,1,1,1,1,1
male,135,113,6,1132,111,3,4,1,0,1,1
female,111,113,12,1122,120,2,2,1,1,1,1
female,139,111,6,1210,111,2,1,1,0,1,1
female,135,113,12,1122,111,3,2,1,0,1,2
female,139,112,9,1110,111,3,1,1,0,1,1
female,135,111,11,1210,111,2,1,1,1,1,1
male,133,113,8,1110,111,1,1,1,0,1,1
female,135,111,7,1210,111,5,1,1,1,1,1
female,135,111,10,1210,120,5,4,1,1,1,1
male,131,111,10,1210,111,3,1,1,1,1,1
male,133,112,9,1121,111,3,2,1,0,1,1
male,135,114,8,1110,111,2,1,1,1,1,1
male,135,125,7,1122,111,2,2,1,0,1,1
male,137,114,12,1122,111,5,2,1,0,1,1
male,135,112,9,1220,111,5,1,1,0,1,1
male,132,114,4,1110,112,2,1,1,0,1,1
female,133,113,9,1110,111,3,1,1,0,1,1
female,138,112,7,1121,111,5,2,1,1,1,1
female,137,112,10,1131,120,5,1,1,1,1,1
female,139,113,12,1122,120,1,2,1,0,1,1
male,139,112,5,1131,111,2,1,1,0,1,1
male,135,111,7,1210,111,4,4,1,1,1,1
male,136,113,9,1110,111,2,1,1,0,1,1
female,122,112,8,1110,111,3,1,1,0,1,1
male,131,114,8,1110,111,2,1,1,0,1,1
male,122,112,9,1110,111,3,1,1,0,1,1
male,135,114,7,1122,111,5,2,1,1,1,1
male,135,114,4,1110,111,2,1,1,0,1,1
female,122,112,9,1131,111,3,1,1,1,1,1
male,136,112,8,1110,111,2,1,1,0,1,1
female,134,113,11,1122,111,3,2,1,0,1,1
female,131,113,9,1110,111,2,1,1,0,1,3
female,131,114,4,1110,111,1,1,1,0,1,1
male,133,112,10,1121,111,3,2,2,1,1,1
male,111,126,11,1122,120,2,2,1,1,1,1
female,131,113,12,1122,111,3,2,1,1,1,1
female,138,114,5,1110,112,3,1,1,0,1,1
female,132,113,5,1220,112,2,1,1,0,1,1
male,136,112,6,1131,111,2,1,1,0,1,1
female,139,112,6,1121,111,3,2,1,0,1,1
male,132,111,11,1210,111,4,4,1,0,1,1
male,131,114,4,1110,120,3,1,1,1,1,1
female,139,114,12,1122,111,4,2,1,0,1,1
female,135,112,8,1110,111,2,1,1,0,1,1
female,131,113,7,1132,111,2,1,1,0,1,1
female,122,114,4,1110,111,3,1,1,0,1,1
male,124,125,5,1110,111,3,1,1,1,1,1
female,139,114,7,1122,111,3,2,1,0,1,1
male,124,114,4,1110,111,3,1,1,0,1,2
female,136,113,7,1122,111,2,2,1,0,1,1
female,139,114,9,1122,111,3,2,1,0,3,1
male,135,113,7,1122,111,1,2,1,0,1,1
male,131,114,4,1110,111,2,1,1,0,1,1
male,133,114,4,1110,112,3,1,1,0,1,1
female,138,111,7,1210,111,3,1,1,1,1,1
female,138,114,7,1122,111,2,2,1,0,1,3
male,131,112,12,1121,111,3,2,1,1,1,1
male,131,114,6,1110,111,3,1,1,0,1,1
female,135,112,9,1121,111,2,2,1,0,1,1
female,135,113,8,1110,111,3,1,1,0,1,1
female,137,112,6,1131,111,5,4,1,0,1,1
female,131,113,7,1132,111,3,4,1,0,1,1
male,122,112,10,1131,111,3,1,1,1,1,1
male,132,114,4,1110,112,3,1,1,0,1,1
female,139,112,7,1121,111,3,2,1,0,1,1
male,139,112,6,1131,111,2,1,1,1,1,1
female,131,113,11,1122,111,3,2,1,1,1,1
male,131,112,7,1131,111,3,1,1,0,1,1
female,139,112,7,1121,111,2,2,1,1,1,2
male,131,112,11,1131,111,3,1,1,0,1,1
female,138,114,11,1122,111,5,2,1,0,1,1
female,137,111,5,1210,111,5,3,1,0,1,1
female,138,113,6,1110,111,2,1,1,1,1,1
male,131,112,9,1131,111,2,1,1,1,1,1
male,135,111,7,1210,111,3,1,1,1,1,1
male,122,112,10,1110,111,5,1,1,0,1,1
female,137,111,12,1210,111,5,4,1,0,1,3
male,136,113,11,1140,111,5,4,1,0,1,1
female,132,113,8,1110,111,2,1,1,0,1,1
male,137,112,9,1131,111,5,1,1,1,1,1
male,136,126,8,1110,111,2,1,1,0,1,1
female,135,112,11,1131,111,2,1,1,1,1,1
male,132,112,8,1110,111,1,1,1,0,1,1
male,139,112,7,1131,111,3,1,1,1,1,1
male,135,125,4,1110,112,1,1,1,0,1,1
male,136,111,12,1210,111,3,1,1,0,1,1
male,138,112,10,1131,111,5,1,2,1,1,1
female,122,112,8,1110,111,1,1,1,1,1,1
female,131,112,4,1131,112,3,1,1,0,1,1
male,134,112,6,1131,111,3,1,1,1,1,1
female,131,113,11,1122,112,2,2,1,0,2,3
male,131,113,7,1132,111,5,2,1,1,1,1
female,131,125,5,1110,112,3,1,1,0,1,1
male,131,113,4,1110,112,1,1,1,0,1,1
male,135,111,7,1210,111,5,1,1,0,1,2
male,138,113,12,1122,111,5,2,1,0,1,1
male,122,112,11,1121,111,3,2,1,1,1,1
female,137,125,7,1122,111,5,2,1,0,1,1
male,136,112,10,1131,111,5,1,1,1,1,1
female,139,114,12,1122,111,1,2,1,0,1,1
female,139,113,4,1110,112,1,1,1,0,1,1
male,122,125,5,1110,111,5,4,1,1,1,1
male,131,113,12,1122,111,3,2,1,0,1,1
female,135,125,4,1110,112,1,1,1,0,1,1
male,135,125,7,1122,120,5,2,1,0,1,1
male,122,111,9,1210,111,3,1,1,1,1,1
female,134,113,10,1110,111,3,1,1,0,2,1
female,131,113,11,1122,111,3,2,1,1,1,1
female,135,113,7,1140,111,3,4,1,0,1,1
male,135,111,10,1210,111,3,4,1,0,1,1
male,136,112,6,1131,111,5,1,1,0,1,1
male,124,114,8,1110,111,2,1,1,1,1,1
female,138,112,11,1121,111,2,2,1,0,1,1
female,135,112,9,1220,111,3,2,1,1,1,1
male,135,113,8,1110,111,3,1,1,1,1,1
female,135,114,7,1122,111,3,2,1,0,1,1
female,124,112,9,1131,120,3,2,2,0,3,1
male,131,112,10,1131,111,3,3,1,1,2,1
female,134,113,12,1122,111,5,2,1,1,1,1
female,131,111,7,1210,111,3,4,1,0,1,1
female,137,113,8,1110,111,3,1,1,0,1,1
male,131,113,10,1122,120,5,2,1,1,1,1
male,136,114,12,1122,111,2,2,1,0,1,1
male,133,112,9,1131,111,4,1,1,1,1,1
male,122,113,5,1110,111,1,1,1,0,1,1
female,136,112,9,1110,111,3,1,1,0,1,1
female,137,112,8,1110,111,2,1,1,1,1,1
female,122,113,4,1110,111,3,1,1,1,1,1
female,138,114,6,1110,111,3,1,1,0,1,1
female,135,112,5,1131,111,3,1,2,1,1,1
male,133,113,9,1110,111,3,1,1,0,1,1
male,132,112,6,1121,111,4,2,1,1,1,1
female,132,113,11,1132,120,1,4,1,1,1,1
female,111,125,9,1110,120,2,2,2,0,3,1
female,138,112,7,1121,111,3,2,1,0,1,1
female,131,114,11,1122,111,2,2,1,0,1,1
female,139,112,8,1110,120,2,3,2,1,3,1
female,133,113,4,1110,112,2,1,1,0,1,1
female,138,112,7,1131,111,2,1,1,1,1,1
female,122,111,11,1210,112,2,1,2,0,1,2
male,131,113,5,1110,111,3,1,1,0,1,1
male,135,112,10,1131,111,3,1,1,0,1,1
male,138,111,6,1210,111,3,1,2,1,1,1
female,139,112,11,1110,111,3,1,1,0,1,1
female,137,113,9,1110,111,3,1,1,0,1,1
female,135,113,6,1122,111,3,2,1,0,1,1
male,135,111,10,1210,111,5,1,1,1,1,1
female,131,113,12,1122,111,5,2,2,0,1,1
female,135,125,4,1110,112,1,1,1,0,1,1
male,131,113,6,1110,111,3,1,1,0,1,1
female,131,112,9,1131,111,3,1,1,1,1,1
female,138,113,6,1110,111,2,1,1,0,1,1
female,138,112,9,1131,111,5,1,1,0,1,1
male,122,112,9,1110,111,3,1,1,0,1,1
female,138,113,12,1122,111,2,2,1,0,1,1
male,111,112,7,1131,111,3,4,1,1,1,3
female,131,113,11,1132,111,2,4,1,1,1,1
male,131,114,7,1122,111,3,2,1,1,1,1
female,138,112,6,1131,111,5,1,1,0,1,1
female,138,112,9,1110,111,4,1,1,0,1,1
female,138,114,9,1110,111,3,1,1,0,1,3
female,131,112,9,1110,111,2,1,1,0,1,1
female,138,112,10,1131,111,3,1,1,0,3,3
female,135,126,5,1110,112,3,1,1,0,1,1
female,135,112,7,1121,111,3,2,1,1,1,1
female,138,113,11,1122,111,3,2,1,1,1,1
female,135,113,7,1122,111,5,2,1,1,1,3
female,138,126,4,1110,111,2,1,1,0,1,3
female,138,112,8,1110,111,3,1,1,0,1,1
male,111,112,7,1131,111,3,1,1,0,1,1
female,132,114,7,1122,120,3,2,1,1,1,1
male,131,112,11,1121,111,5,2,1,1,1,1
male,136,113,8,1110,111,3,1,1,0,1,1
male,135,114,10,1110,111,3,1,1,0,1,1
female,132,113,8,1110,120,1,1,1,0,1,1
male,131,112,9,1110,111,3,1,1,0,1,1
male,137,112,7,1121,111,5,2,1,1,1,1
female,135,114,5,1110,111,3,1,1,1,1,1
female,135,112,5,1110,111,3,1,1,0,1,3
female,137,112,4,1110,111,2,1,2,0,1,1
female,138,112,10,1131,111,2,1,1,1,1,1
male,131,111,7,1210,111,5,1,1,1,1,1
male,139,112,10,1121,120,4,2,1,1,1,1
male,122,113,10,1110,111,5,1,1,0,1,3
female,139,114,11,1122,111,3,2,1,0,1,1
male,131,112,11,1121,111,1,2,1,0,1,1
female,137,113,12,1122,111,5,2,1,1,1,1
male,131,112,12,1110,111,3,1,1,0,1,3
female,138,113,5,1110,111,2,1,1,0,1,1
male,135,112,9,1110,111,3,1,1,1,1,1
male,122,113,7,1132,111,2,1,1,1,1,1
female,122,112,9,1110,111,3,1,1,0,1,1
female,135,111,9,1210,111,3,1,1,0,1,1
female,135,112,11,1131,111,2,1,1,0,1,1
female,135,112,10,1131,111,3,1,2,1,1,1
female,137,125,7,1122,111,5,2,1,1,1,1
male,122,111,13,1210,111,1,4,1,0,1,1
female,122,113,11,1122,111,5,2,1,0,1,1
male,136,111,5,1210,111,3,1,1,0,1,1
male,131,111,7,1210,111,2,1,1,1,1,1
male,136,112,10,1131,111,3,1,1,0,1,1
male,124,125,11,1122,111,3,2,1,0,1,1
female,135,111,9,1210,120,3,4,1,1,1,1
female,131,113,5,1110,112,3,1,1,0,1,1
male,131,112,10,1121,120,3,2,1,1,1,1
female,138,114,7,1122,111,3,2,1,0,1,1
male,138,113,7,1121,111,5,2,1,0,1,1
male,135,112,7,1131,111,5,4,1,1,1,1
female,132,113,11,1122,111,3,2,1,1,1,1
male,124,111,4,1210,112,2,1,2,1,1,1
male,135,113,7,1220,120,5,3,1,1,3,1
male,131,113,12,1122,120,3,2,1,0,1,1
female,135,111,11,1210,111,5,4,1,0,1,1
female,137,112,10,1131,111,5,1,2,1,1,1
male,138,114,10,1122,111,3,2,1,1,1,1
female,138,114,10,1122,120,5,2,1,1,1,1
female,137,114,5,1110,111,5,1,1,0,3,3
female,138,112,11,1131,111,3,1,1,1,1,1
female,138,112,6,1121,111,3,2,1,0,1,1
female,131,114,4,1110,112,3,1,1,0,1,1
male,135,112,9,1131,111,3,1,1,1,1,1
male,124,113,8,1110,111,2,1,1,0,1,1
male,122,112,10,1131,111,3,1,2,1,1,1
female,137,114,7,1122,111,5,2,1,0,1,1
male,133,113,5,1220,111,2,1,1,0,1,1
male,131,114,5,1110,111,3,1,1,0,1,1
female,122,113,8,1110,111,2,1,1,0,1,1
male,122,113,9,1110,111,3,1,2,1,1,3
female,131,113,6,1132,111,3,1,1,1,1,1
male,135,125,9,1110,111,3,1,1,0,1,1
female,137,112,6,1131,111,5,1,1,0,1,1
male,132,113,8,1110,111,3,1,1,0,1,1
male,122,113,8,1110,111,1,1,1,1,1,1
female,135,112,9,1121,111,5,2,1,0,1,1
female,138,112,7,1121,111,2,2,1,1,1,1
female,122,125,12,1122,111,2,2,1,0,1,1
female,138,114,7,1122,111,5,2,1,0,1,1
female,135,112,9,1131,111,3,1,1,1,1,1
female,131,112,9,1110,111,1,1,1,0,1,1
female,131,114,4,1110,112,2,1,1,0,1,3
male,131,112,10,1110,111,2,1,1,0,1,1
male,132,113,5,1110,112,3,1,1,0,1,1
male,122,112,10,1121,111,3,2,1,0,1,2
female,138,113,6,1122,111,3,2,1,0,1,1
female,131,113,13,1122,111,2,2,1,0,1,1
female,138,112,8,1110,111,2,1,1,0,1,3
male,136,112,9,1131,111,3,4,2,1,1,1
male,135,112,9,1110,111,5,1,1,0,1,1
male,124,111,9,1210,111,3,4,1,1,1,1
female,136,112,9,1121,111,3,2,1,0,1,1
male,138,112,7,1121,111,3,2,1,1,1,1
female,136,112,10,1131,111,5,1,1,0,1,1
female,138,111,11,1210,111,3,1,1,1,1,1
male,131,113,7,1122,111,3,2,1,0,1,1
female,136,112,8,1110,111,2,1,1,1,1,1
female,135,114,11,1122,111,3,2,1,1,1,1
male,122,112,10,1131,111,5,1,1,0,1,1
female,136,113,9,1110,111,5,1,1,0,1,1
female,135,113,8,1110,111,2,1,1,0,1,1
male,131,112,6,1131,111,2,1,1,1,1,1
female,132,114,4,1110,112,2,1,1,0,1,1
male,132,111,11,1210,111,4,4,1,0,1,2
male,122,113,10,1220,111,5,4,1,0,1,1
female,139,113,9,1122,111,3,2,1,0,1,1
male,133,112,5,1220,111,3,4,1,0,3,3
female,137,111,6,1210,111,5,3,1,0,1,1
female,138,113,7,1122,111,3,2,1,1,1,1
male,135,113,7,1122,111,3,2,1,0,1,1
male,122,112,10,1131,111,3,1,1,0,1,1
female,135,113,6,1132,111,5,1,2,1,1,1
male,135,114,11,1122,111,2,2,1,0,1,1
male,135,111,9,1210,111,5,1,1,0,1,1
female,122,114,14,1140,120,3,1,1,1,1,1
male,135,113,8,1110,111,1,1,1,1,1,1
male,133,112,10,1131,111,3,1,1,0,1,1
male,137,113,6,1110,111,5,1,1,1,1,1
male,131,112,6,1121,111,3,2,1,1,1,1
male,136,113,5,1110,111,3,1,1,1,1,1
female,137,113,12,1122,111,5,2,1,1,1,1
female,137,114,11,1132,111,3,1,1,1,1,1
male,122,112,10,1131,111,2,4,1,0,1,1
male,137,112,9,1131,111,5,1,1,1,1,1
male,131,113,8,1110,111,1,1,1,1,1,1
female,137,112,10,1121,111,5,2,1,0,1,1
female,135,112,10,1131,111,2,1,1,1,1,1
female,131,112,9,1110,111,3,1,1,1,1,1
male,135,113,7,1122,112,5,1,2,0,1,1
female,135,112,10,1131,111,3,1,1,0,1,3
male,131,111,9,1210,111,1,1,1,0,1,1
female,139,112,9,1131,111,5,1,1,1,1,1
female,138,112,10,1140,111,1,4,1,1,1,1
female,137,113,10,1132,111,3,1,1,0,1,1
male,136,112,7,1121,111,3,2,1,0,1,1
male,111,112,9,1110,120,3,3,1,1,2,1
female,137,112,9,1131,111,5,1,1,1,1,1
male,135,114,4,1110,111,1,1,1,0,1,1
male,122,112,10,1131,111,4,1,1,0,1,1
female,134,114,11,1122,111,3,2,1,0,1,1
female,138,111,9,1210,111,3,1,1,1,1,1
female,135,113,11,1122,111,3,2,1,1,1,1
male,133,112,12,1121,111,3,2,1,1,1,1
male,138,112,8,1110,111,1,1,1,0,1,1
female,139,112,10,1121,111,3,2,1,0,1,1
female,134,112,10,1121,111,5,2,1,1,1,1
male,135,112,5,1121,111,3,2,1,0,1,1
female,139,112,7,1121,111,5,2,1,0,1,1
female,135,112,9,1110,111,2,1,2,0,1,1
male,122,114,5,1110,111,3,1,1,0,1,1
male,133,112,7,1131,111,3,1,1,0,1,1
female,122,111,9,1210,111,2,1,1,0,1,1
female,135,125,5,1110,120,3,1,1,1,1,1
male,124,112,6,1131,120,5,4,1,0,1,1
female,131,112,11,1121,120,3,2,1,1,1,1
female,131,112,9,1220,111,3,1,1,1,1,1
female,134,113,8,1110,111,3,1,1,0,1,1
female,138,111,6,1210,111,5,4,1,1,1,1
female,137,125,5,1110,111,2,1,1,0,1,1
male,124,113,8,1110,111,2,1,1,0,1,1
male,131,114,7,1122,111,2,2,1,1,1,1
female,135,112,9,1131,111,2,1,1,1,1,1
female,138,111,10,1210,111,5,4,1,0,1,1
male,137,126,4,1110,111,3,1,1,0,1,1
female,138,125,10,1122,111,3,2,1,1,1,1
female,138,111,9,1210,111,5,1,1,1,1,1
male,131,113,10,1122,111,3,2,1,0,1,1
male,131,113,12,1122,120,2,2,1,1,1,1
female,122,113,9,1110,111,2,1,2,0,1,1
female,139,112,10,1131,111,5,4,1,1,1,1
female,135,113,12,1132,111,5,1,2,1,1,1
female,122,111,9,1210,111,3,1,1,0,1,1
female,138,114,5,1110,111,3,1,1,0,1,1
female,133,114,4,1110,111,3,1,1,0,1,1
female,135,111,5,1210,120,3,4,1,0,1,1
male,132,112,9,1131,120,2,1,1,1,1,1
female,137,113,7,1122,111,5,2,1,1,1,1
male,122,112,7,1131,111,1,4,1,0,1,1
female,138,112,7,1131,111,3,1,1,0,1,1
male,138,114,8,1110,111,3,1,1,1,1,1
male,138,113,5,1110,111,3,1,1,1,1,1
male,131,113,8,1110,111,2,1,1,0,1,1
female,138,113,7,1122,111,3,2,1,0,1,1
female,131,113,11,1122,120,3,2,1,1,1,1
female,139,112,8,1110,120,2,1,1,1,1,1
female,137,112,10,1131,111,5,1,1,0,1,1
male,138,125,5,1110,111,3,1,1,0,1,1
male,137,114,8,1110,111,3,1,1,0,1,1
female,137,114,7,1122,111,5,2,1,1,1,1
male,122,111,7,1210,111,5,3,1,1,1,1
male,124,114,4,1110,111,2,1,1,1,1,1
male,122,113,12,1122,111,5,2,1,0,1,1
female,137,111,9,1210,111,3,1,2,1,1,1
male,138,113,8,1110,111,2,1,1,0,1,1
male,135,112,10,1131,111,2,1,1,1,1,1
male,122,114,9,1132,111,3,1,1,0,1,1
male,122,125,11,1122,111,3,2,1,1,1,1
female,135,126,11,1132,111,3,4,1,0,1,3
male,135,111,12,1210,111,1,4,1,0,1,1
male,131,113,9,1110,111,2,1,1,0,1,3
male,131,113,8,1110,111,2,1,1,0,1,1
male,132,112,12,1121,112,1,2,1,0,1,3
female,131,113,7,1122,111,3,2,1,0,1,1
female,134,112,9,1131,111,3,1,1,1,1,1
female,135,126,10,1110,111,4,1,1,0,1,1
male,133,112,8,1131,120,2,1,1,1,1,3
female,137,112,7,1140,111,5,2,1,0,1,1
female,138,113,5,1110,111,3,1,1,0,1,1
female,135,113,6,1122,111,3,2,1,0,1,1
female,131,112,9,1131,111,3,1,1,0,1,1
female,137,112,9,1131,111,3,4,1,1,1,1
female,137,113,6,1122,111,5,2,1,0,1,1
male,122,114,12,1132,111,5,1,1,1,1,1
male,135,112,8,1110,111,2,1,1,0,1,1
female,138,112,7,1121,111,3,2,1,1,1,1
female,136,113,8,1110,111,3,1,1,1,1,3
male,131,111,9,1210,111,3,1,1,1,1,1
male,137,111,7,1210,111,5,1,1,0,1,1
male,135,111,8,1210,111,3,1,1,0,1,3
male,136,111,10,1131,111,3,1,1,1,1,1
female,133,112,8,1110,111,1,1,1,0,1,1
male,131,112,9,1121,111,2,2,1,1,1,1
female,131,111,10,1210,111,3,1,1,1,1,1
male,137,112,5,1110,111,5,1,1,0,1,1
female,133,126,9,1132,120,3,3,1,1,1,1
female,138,113,7,1122,111,3,2,1,0,1,3
female,131,113,11,1132,120,3,1,1,1,1,1
female,131,113,11,1122,120,4,2,1,1,1,1
male,122,111,6,1210,111,3,1,1,1,1,1
female,131,114,9,1122,111,3,2,1,1,1,1
male,122,114,7,1122,111,3,2,1,0,1,1
female,135,112,9,1131,111,3,1,1,1,1,1
female,135,114,5,1110,111,3,1,1,0,1,1
male,138,112,11,1121,111,5,2,1,0,1,1
female,137,114,11,1122,111,5,2,1,1,1,1
male,131,114,10,1132,111,2,1,1,1,1,1
female,131,113,9,1110,111,3,1,1,0,1,1
male,124,114,5,1110,112,2,1,1,0,1,1
male,122,113,6,1122,111,5,2,1,0,1,1
female,122,112,9,1131,111,2,4,1,0,1,1
female,138,112,6,1121,111,5,2,1,1,1,1
female,131,113,7,1122,111,3,2,1,1,1,1
male,136,114,7,1122,111,5,2,1,0,1,1
female,131,112,10,1121,111,2,2,1,0,1,1
female,138,112,9,1131,111,3,1,1,0,1,1
female,135,111,8,1110,111,1,1,1,0,1,1
female,122,111,9,1210,111,2,1,1,1,1,1
male,124,113,9,1122,111,3,2,1,0,1,1
male,131,112,9,1220,111,3,1,1,1,1,1
male,122,114,9,1110,111,3,1,1,0,1,1
male,139,112,9,1110,111,2,1,1,0,1,1
male,131,112,9,1131,111,3,1,1,0,1,1
female,138,111,7,1210,111,3,1,1,1,1,1
female,135,112,13,1122,111,5,2,1,1,1,1
