fam_inc,admit,male,ugpa_bin,race,lsat_bin
4.0,0,1.0,ugpa_3.0_3.25,White,lsat_39_43
2.0,0,1.0,ugpa_3.0_3.25,White,lsat_31_35
4.0,0,1.0,ugpa_3.0_3.25,White,lsat_39_43
1.0,1,1.0,ugpa_2.0_2.25,White,lsat_43_47
4.0,0,0.0,ugpa_3.25_3.5,White,lsat_19_23
4.0,0,0.0,ugpa_3.0_3.25,White,lsat_39_43
3.0,1,1.0,ugpa_3.5_3.75,White,lsat_43_47
3.0,0,1.0,ugpa_3.75_4.0,White,lsat_35_39
4.0,0,1.0,ugpa_3.25_3.5,White,lsat_31_35
4.0,0,1.0,ugpa_2.75_3.0,White,lsat_31_35
3.0,0,0.0,ugpa_3.25_3.5,Non-White,lsat_31_35
3.0,0,1.0,ugpa_3.0_3.25,Non-White,lsat_39_43
5.0,0,0.0,ugpa_3.25_3.5,White,lsat_35_39
4.0,0,1.0,ugpa_3.0_3.25,White,lsat_35_39
3.0,0,1.0,ugpa_2.0_2.25,Non-White,lsat_35_39
4.0,0,0.0,ugpa_2.75_3.0,White,lsat_31_35
4.0,0,0.0,ugpa_3.0_3.25,White,lsat_27_31
4.0,0,1.0,ugpa_3.0_3.25,White,lsat_31_35
4.0,0,1.0,ugpa_2.75_3.0,White,lsat_39_43
4.0,0,1.0,ugpa_3.0_3.25,White,lsat_35_39
4.0,1,1.0,ugpa_2.0_2.25,White,lsat_19_23
3.0,0,1.0,ugpa_3.0_3.25,White,lsat_39_43
3.0,0,1.0,ugpa_3.75_4.0,Non-White,lsat_39_43
4.0,0,1.0,ugpa_3.25_3.5,White,lsat_35_39
5.0,1,0.0,ugpa_3.25_3.5,White,lsat_27_31
4.0,0,0.0,ugpa_3.25_3.5,White,lsat_23_27
4.0,0,1.0,ugpa_2.25_2.5,Non-White,lsat_31_35
1.0,0,0.0,ugpa_3.25_3.5,Non-White,lsat_39_43
4.0,0,0.0,ugpa_3.0_3.25,White,lsat_27_31
3.0,0,1.0,ugpa_3.25_3.5,White,lsat_23_27
4.0,0,0.0,ugpa_2.75_3.0,White,lsat_31_35
4.0,0,1.0,ugpa_3.0_3.25,White,lsat_27_31
4.0,0,0.0,ugpa_3.25_3.5,White,lsat_35_39
4.0,0,1.0,ugpa_3.0_3.25,Non-White,lsat_39_43
3.0,0,1.0,ugpa_3.5_3.75,White,lsat_23_27
4.0,0,0.0,ugpa_3.5_3.75,White,lsat_35_39
4.0,0,0.0,ugpa_3.25_3.5,White,lsat_35_39
4.0,0,1.0,ugpa_2.75_3.0,White,lsat_35_39
1.0,0,0.0,ugpa_3.75_4.0,Non-White,lsat_35_39
4.0,0,1.0,ugpa_3.5_3.75,Non-White,lsat_31_35
2.0,0,1.0,ugpa_3.0_3.25,White,lsat_31_35
4.0,0,0.0,ugpa_3.25_3.5,Non-White,lsat_39_43
3.0,0,0.0,ugpa_2.75_3.0,White,lsat_23_27
1.0,0,1.0,ugpa_3.5_3.75,White,lsat_39_43
4.0,0,1.0,ugpa_3.0_3.25,White,lsat_35_39
3.0,0,1.0,ugpa_3.25_3.5,White,lsat_35_39
4.0,0,1.0,ugpa_3.25_3.5,White,lsat_35_39
2.0,0,0.0,ugpa_3.0_3.25,Non-White,lsat_35_39
4.0,0,1.0,ugpa_3.25_3.5,White,lsat_31_35
1.0,0,1.0,ugpa_2.75_3.0,White,lsat_39_43
2.0,0,0.0,ugpa_3.5_3.75,White,lsat_27_31
4.0,0,0.0,ugpa_3.25_3.5,White,lsat_27_31
4.0,0,0.0,ugpa_1.75_2.0,White,lsat_39_43
3.0,0,1.0,ugpa_3.0_3.25,White,lsat_31_35
3.0,0,1.0,ugpa_1.75_2.0,White,lsat_39_43
4.0,0,1.0,ugpa_3.25_3.5,White,lsat_35_39
3.0,0,1.0,ugpa_2.75_3.0,White,lsat_23_27
4.0,0,1.0,ugpa_3.5_3.75,White,lsat_35_39
4.0,0,1.0,ugpa_2.75_3.0,White,lsat_39_43
4.0,0,1.0,ugpa_2.5_2.75,White,lsat_39_43
4.0,0,1.0,ugpa_2.25_2.5,White,lsat_31_35
3.0,0,0.0,ugpa_2.75_3.0,Non-White,lsat_39_43
4.0,0,0.0,ugpa_2.75_3.0,White,lsat_27_31
2.0,1,1.0,ugpa_3.0_3.25,Non-White,lsat_27_31
4.0,0,1.0,ugpa_3.75_4.0,White,lsat_31_35
3.0,0,1.0,ugpa_2.75_3.0,White,lsat_31_35
4.0,0,1.0,ugpa_3.75_4.0,White,lsat_11_15
4.0,1,1.0,ugpa_3.0_3.25,White,lsat_43_47
5.0,0,0.0,ugpa_3.0_3.25,White,lsat_35_39
4.0,0,1.0,ugpa_2.5_2.75,White,lsat_35_39
4.0,0,0.0,ugpa_3.25_3.5,White,lsat_39_43
3.0,1,0.0,ugpa_3.5_3.75,White,lsat_15_19
3.0,0,1.0,ugpa_3.25_3.5,White,lsat_31_35
4.0,0,0.0,ugpa_3.25_3.5,White,lsat_23_27
2.0,0,1.0,ugpa_3.0_3.25,White,lsat_31_35
4.0,1,0.0,ugpa_3.5_3.75,White,lsat_43_47
4.0,0,1.0,ugpa_3.5_3.75,White,lsat_39_43
5.0,0,1.0,ugpa_3.75_4.0,White,lsat_39_43
4.0,0,0.0,ugpa_3.75_4.0,White,lsat_35_39
2.0,0,1.0,ugpa_2.25_2.5,White,lsat_31_35
2.0,0,0.0,ugpa_3.5_3.75,Non-White,lsat_31_35
5.0,0,0.0,ugpa_3.0_3.25,White,lsat_31_35
4.0,0,0.0,ugpa_3.0_3.25,White,lsat_31_35
1.0,0,1.0,ugpa_3.0_3.25,Non-White,lsat_31_35
3.0,1,1.0,ugpa_3.25_3.5,White,lsat_43_47
3.0,0,0.0,ugpa_2.75_3.0,Non-White,lsat_35_39
4.0,0,0.0,ugpa_3.75_4.0,Non-White,lsat_35_39
3.0,0,0.0,ugpa_3.25_3.5,Non-White,lsat_39_43
4.0,0,1.0,ugpa_2.75_3.0,White,lsat_31_35
4.0,0,0.0,ugpa_3.25_3.5,White,lsat_35_39
4.0,0,1.0,ugpa_3.0_3.25,White,lsat_39_43
2.0,0,0.0,ugpa_3.25_3.5,White,lsat_39_43
3.0,0,1.0,ugpa_3.25_3.5,White,lsat_35_39
3.0,0,0.0,ugpa_2.5_2.75,White,lsat_39_43
3.0,0,0.0,ugpa_3.25_3.5,White,lsat_23_27
2.0,0,1.0,ugpa_3.0_3.25,White,lsat_39_43
4.0,0,1.0,ugpa_3.0_3.25,White,lsat_35_39
3.0,0,1.0,ugpa_3.25_3.5,White,lsat_35_39
3.0,0,0.0,ugpa_2.25_2.5,White,lsat_27_31
4.0,0,0.0,ugpa_3.0_3.25,White,lsat_31_35
3.0,0,0.0,ugpa_2.75_3.0,Non-White,lsat_35_39
4.0,0,1.0,ugpa_3.0_3.25,White,lsat_35_39
1.0,0,1.0,ugpa_3.0_3.25,Non-White,lsat_39_43
3.0,0,1.0,ugpa_2.0_2.25,White,lsat_31_35
4.0,0,1.0,ugpa_2.5_2.75,White,lsat_27_31
4.0,1,0.0,ugpa_2.25_2.5,Non-White,lsat_15_19
4.0,1,1.0,ugpa_3.0_3.25,White,lsat_43_47
3.0,0,0.0,ugpa_2.25_2.5,Non-White,lsat_15_19
3.0,0,0.0,ugpa_3.0_3.25,White,lsat_39_43
4.0,0,1.0,ugpa_2.75_3.0,White,lsat_23_27
3.0,1,0.0,ugpa_3.75_4.0,White,lsat_39_43
3.0,0,1.0,ugpa_2.25_2.5,Non-White,lsat_31_35
3.0,0,0.0,ugpa_3.25_3.5,White,lsat_35_39
2.0,0,0.0,ugpa_2.25_2.5,White,lsat_39_43
2.0,0,0.0,ugpa_3.0_3.25,Non-White,lsat_27_31
3.0,0,0.0,ugpa_2.75_3.0,White,lsat_35_39
4.0,0,0.0,ugpa_2.0_2.25,White,lsat_27_31
4.0,0,0.0,ugpa_3.25_3.5,White,lsat_35_39
2.0,0,0.0,ugpa_2.75_3.0,White,lsat_31_35
4.0,0,0.0,ugpa_3.0_3.25,Non-White,lsat_31_35
3.0,0,0.0,ugpa_3.25_3.5,White,lsat_35_39
4.0,0,1.0,ugpa_3.25_3.5,White,lsat_31_35
3.0,0,1.0,ugpa_3.25_3.5,White,lsat_35_39
4.0,1,1.0,ugpa_2.0_2.25,White,lsat_43_47
4.0,0,1.0,ugpa_3.25_3.5,Non-White,lsat_39_43
1.0,0,0.0,ugpa_3.75_4.0,White,lsat_35_39
3.0,0,0.0,ugpa_2.75_3.0,Non-White,lsat_27_31
5.0,0,0.0,ugpa_3.25_3.5,White,lsat_35_39
3.0,0,0.0,ugpa_2.75_3.0,White,lsat_27_31
4.0,0,0.0,ugpa_3.25_3.5,White,lsat_39_43
3.0,0,1.0,ugpa_3.25_3.5,White,lsat_31_35
4.0,0,0.0,ugpa_3.25_3.5,White,lsat_31_35
5.0,0,1.0,ugpa_3.75_4.0,White,lsat_27_31
5.0,0,1.0,ugpa_2.5_2.75,Non-White,lsat_35_39
4.0,0,0.0,ugpa_2.75_3.0,White,lsat_39_43
4.0,0,1.0,ugpa_2.25_2.5,White,lsat_35_39
4.0,0,1.0,ugpa_2.25_2.5,White,lsat_39_43
4.0,0,0.0,ugpa_3.0_3.25,White,lsat_31_35
3.0,0,1.0,ugpa_3.0_3.25,White,lsat_39_43
3.0,0,1.0,ugpa_3.75_4.0,White,lsat_31_35
3.0,0,1.0,ugpa_3.25_3.5,White,lsat_35_39
4.0,0,0.0,ugpa_3.5_3.75,White,lsat_39_43
4.0,0,1.0,ugpa_2.75_3.0,White,lsat_31_35
4.0,0,1.0,ugpa_2.5_2.75,White,lsat_31_35
4.0,0,1.0,ugpa_2.25_2.5,White,lsat_31_35
3.0,0,1.0,ugpa_3.5_3.75,White,lsat_35_39
2.0,0,1.0,ugpa_2.5_2.75,White,lsat_43_47
4.0,0,0.0,ugpa_3.0_3.25,White,lsat_31_35
4.0,1,1.0,ugpa_3.5_3.75,White,lsat_43_47
3.0,0,0.0,ugpa_2.75_3.0,White,lsat_43_47
4.0,1,0.0,ugpa_3.25_3.5,White,lsat_43_47
4.0,0,1.0,ugpa_2.75_3.0,White,lsat_35_39
4.0,0,1.0,ugpa_2.5_2.75,White,lsat_35_39
4.0,0,0.0,ugpa_2.75_3.0,White,lsat_23_27
3.0,1,1.0,ugpa_3.5_3.75,Non-White,lsat_19_23
4.0,0,0.0,ugpa_3.5_3.75,White,lsat_39_43
3.0,1,0.0,ugpa_3.5_3.75,Non-White,lsat_43_47
5.0,0,1.0,ugpa_3.5_3.75,White,lsat_35_39
3.0,0,1.0,ugpa_3.25_3.5,White,lsat_31_35
5.0,0,1.0,ugpa_2.75_3.0,Non-White,lsat_35_39
3.0,0,0.0,ugpa_3.25_3.5,White,lsat_31_35
3.0,0,0.0,ugpa_3.75_4.0,Non-White,lsat_39_43
3.0,1,1.0,ugpa_3.25_3.5,White,lsat_43_47
1.0,1,1.0,ugpa_3.25_3.5,Non-White,lsat_35_39
3.0,0,0.0,ugpa_2.5_2.75,White,lsat_27_31
4.0,0,1.0,ugpa_3.5_3.75,Non-White,lsat_35_39
2.0,0,0.0,ugpa_3.25_3.5,White,lsat_31_35
3.0,0,0.0,ugpa_2.5_2.75,White,lsat_35_39
4.0,0,0.0,ugpa_3.0_3.25,White,lsat_35_39
4.0,0,1.0,ugpa_3.25_3.5,Non-White,lsat_31_35
4.0,0,1.0,ugpa_3.5_3.75,White,lsat_31_35
3.0,0,1.0,ugpa_3.25_3.5,White,lsat_31_35
4.0,0,1.0,ugpa_2.25_2.5,White,lsat_27_31
4.0,0,1.0,ugpa_3.0_3.25,White,lsat_31_35
4.0,0,1.0,ugpa_3.5_3.75,White,lsat_39_43
4.0,0,1.0,ugpa_3.0_3.25,White,lsat_39_43
4.0,1,1.0,ugpa_3.75_4.0,White,lsat_43_47
4.0,0,0.0,ugpa_3.5_3.75,White,lsat_27_31
4.0,0,1.0,ugpa_2.5_2.75,White,lsat_35_39
4.0,0,1.0,ugpa_3.0_3.25,White,lsat_35_39
4.0,0,0.0,ugpa_3.75_4.0,White,lsat_35_39
4.0,0,0.0,ugpa_3.75_4.0,White,lsat_31_35
4.0,0,1.0,ugpa_3.75_4.0,White,lsat_39_43
4.0,1,1.0,ugpa_3.5_3.75,White,lsat_43_47
3.0,0,1.0,ugpa_2.75_3.0,White,lsat_19_23
2.0,1,1.0,ugpa_3.5_3.75,White,lsat_43_47
3.0,1,1.0,ugpa_3.25_3.5,White,lsat_43_47
4.0,1,0.0,ugpa_3.25_3.5,White,lsat_43_47
4.0,0,0.0,ugpa_3.5_3.75,White,lsat_35_39
3.0,0,0.0,ugpa_3.25_3.5,Non-White,lsat_31_35
2.0,0,0.0,ugpa_3.5_3.75,Non-White,lsat_35_39
3.0,1,0.0,ugpa_3.5_3.75,White,lsat_43_47
4.0,0,0.0,ugpa_2.75_3.0,White,lsat_35_39
4.0,0,1.0,ugpa_3.5_3.75,White,lsat_31_35
3.0,1,1.0,ugpa_3.0_3.25,White,lsat_43_47
5.0,0,1.0,ugpa_3.25_3.5,White,lsat_39_43
2.0,1,0.0,ugpa_2.0_2.25,White,lsat_39_43
1.0,1,0.0,ugpa_3.25_3.5,Non-White,lsat_31_35
3.0,0,1.0,ugpa_3.0_3.25,Non-White,lsat_35_39
3.0,0,1.0,ugpa_3.0_3.25,Non-White,lsat_35_39
2.0,0,1.0,ugpa_3.75_4.0,Non-White,lsat_39_43
2.0,0,0.0,ugpa_2.75_3.0,Non-White,lsat_43_47
4.0,0,1.0,ugpa_3.0_3.25,White,lsat_35_39
3.0,0,1.0,ugpa_2.75_3.0,White,lsat_39_43
2.0,0,1.0,ugpa_3.5_3.75,Non-White,lsat_39_43
4.0,0,0.0,ugpa_3.5_3.75,White,lsat_35_39
1.0,0,0.0,ugpa_3.25_3.5,Non-White,lsat_31_35
4.0,0,1.0,ugpa_3.0_3.25,White,lsat_39_43
3.0,0,1.0,ugpa_2.75_3.0,Non-White,lsat_39_43
4.0,0,0.0,ugpa_3.25_3.5,White,lsat_31_35
2.0,0,0.0,ugpa_3.25_3.5,White,lsat_39_43
3.0,0,1.0,ugpa_2.75_3.0,White,lsat_23_27
4.0,0,1.0,ugpa_3.5_3.75,White,lsat_39_43
3.0,1,0.0,ugpa_3.25_3.5,Non-White,lsat_43_47
2.0,0,1.0,ugpa_3.25_3.5,White,lsat_39_43
5.0,0,1.0,ugpa_2.0_2.25,White,lsat_35_39
1.0,0,1.0,ugpa_2.75_3.0,Non-White,lsat_27_31
4.0,0,1.0,ugpa_2.25_2.5,White,lsat_35_39
5.0,0,1.0,ugpa_2.5_2.75,White,lsat_23_27
4.0,0,0.0,ugpa_3.0_3.25,White,lsat_35_39
4.0,0,1.0,ugpa_3.0_3.25,White,lsat_35_39
3.0,0,0.0,ugpa_3.0_3.25,Non-White,lsat_35_39
3.0,0,1.0,ugpa_2.75_3.0,Non-White,lsat_35_39
3.0,1,1.0,ugpa_3.0_3.25,White,lsat_43_47
3.0,0,0.0,ugpa_3.0_3.25,White,lsat_31_35
2.0,0,0.0,ugpa_3.75_4.0,White,lsat_31_35
4.0,0,0.0,ugpa_3.25_3.5,Non-White,lsat_35_39
2.0,1,1.0,ugpa_2.5_2.75,White,lsat_15_19
4.0,0,0.0,ugpa_3.25_3.5,White,lsat_39_43
5.0,0,1.0,ugpa_3.0_3.25,White,lsat_39_43
5.0,0,1.0,ugpa_2.75_3.0,White,lsat_31_35
3.0,0,1.0,ugpa_3.0_3.25,White,lsat_31_35
3.0,0,1.0,ugpa_3.25_3.5,White,lsat_35_39
4.0,0,1.0,ugpa_3.25_3.5,White,lsat_35_39
4.0,0,0.0,ugpa_3.5_3.75,Non-White,lsat_27_31
4.0,0,1.0,ugpa_3.5_3.75,White,lsat_35_39
3.0,0,0.0,ugpa_3.5_3.75,White,lsat_35_39
5.0,0,1.0,ugpa_2.5_2.75,White,lsat_39_43
2.0,0,1.0,ugpa_2.25_2.5,White,lsat_35_39
4.0,0,0.0,ugpa_3.75_4.0,White,lsat_39_43
3.0,0,1.0,ugpa_3.5_3.75,White,lsat_27_31
2.0,1,0.0,ugpa_3.75_4.0,White,lsat_43_47
2.0,0,0.0,ugpa_2.25_2.5,White,lsat_31_35
1.0,0,1.0,ugpa_2.25_2.5,White,lsat_39_43
5.0,1,1.0,ugpa_3.5_3.75,White,lsat_43_47
1.0,0,0.0,ugpa_3.0_3.25,Non-White,lsat_23_27
4.0,0,0.0,ugpa_3.5_3.75,White,lsat_39_43
4.0,0,0.0,ugpa_3.0_3.25,Non-White,lsat_31_35
2.0,0,0.0,ugpa_2.75_3.0,Non-White,lsat_15_19
3.0,0,0.0,ugpa_2.5_2.75,Non-White,lsat_11_15
4.0,1,0.0,ugpa_3.5_3.75,White,lsat_43_47
3.0,0,0.0,ugpa_2.75_3.0,White,lsat_23_27
4.0,1,1.0,ugpa_3.75_4.0,White,lsat_43_47
4.0,0,1.0,ugpa_3.25_3.5,White,lsat_35_39
4.0,0,0.0,ugpa_3.75_4.0,White,lsat_35_39
3.0,0,0.0,ugpa_2.75_3.0,White,lsat_35_39
2.0,0,1.0,ugpa_3.75_4.0,White,lsat_39_43
3.0,0,1.0,ugpa_3.0_3.25,White,lsat_39_43
5.0,0,1.0,ugpa_3.25_3.5,White,lsat_35_39
2.0,0,0.0,ugpa_2.75_3.0,White,lsat_35_39
3.0,0,0.0,ugpa_3.5_3.75,White,lsat_39_43
3.0,1,0.0,ugpa_3.5_3.75,White,lsat_43_47
2.0,0,1.0,ugpa_2.25_2.5,White,lsat_39_43
5.0,0,0.0,ugpa_3.75_4.0,White,lsat_39_43
3.0,0,1.0,ugpa_2.25_2.5,White,lsat_39_43
5.0,1,1.0,ugpa_1.75_2.0,White,lsat_27_31
5.0,0,0.0,ugpa_2.75_3.0,White,lsat_35_39
2.0,0,1.0,ugpa_3.25_3.5,White,lsat_31_35
3.0,0,0.0,ugpa_2.5_2.75,White,lsat_23_27
4.0,0,1.0,ugpa_3.5_3.75,White,lsat_31_35
3.0,0,0.0,ugpa_3.0_3.25,White,lsat_31_35
3.0,0,1.0,ugpa_2.5_2.75,White,lsat_39_43
4.0,0,0.0,ugpa_3.0_3.25,White,lsat_35_39
4.0,0,0.0,ugpa_2.75_3.0,White,lsat_35_39
3.0,0,0.0,ugpa_2.75_3.0,Non-White,lsat_23_27
2.0,0,1.0,ugpa_2.5_2.75,Non-White,lsat_39_43
4.0,0,0.0,ugpa_3.0_3.25,Non-White,lsat_39_43
3.0,0,0.0,ugpa_2.75_3.0,White,lsat_31_35
3.0,0,1.0,ugpa_3.25_3.5,White,lsat_31_35
3.0,0,1.0,ugpa_2.75_3.0,White,lsat_35_39
3.0,0,1.0,ugpa_3.75_4.0,White,lsat_35_39
4.0,1,1.0,ugpa_3.0_3.25,White,lsat_39_43
2.0,0,1.0,ugpa_3.25_3.5,White,lsat_35_39
3.0,0,0.0,ugpa_3.75_4.0,White,lsat_35_39
4.0,0,1.0,ugpa_3.25_3.5,White,lsat_35_39
4.0,0,0.0,ugpa_3.5_3.75,White,lsat_31_35
3.0,0,1.0,ugpa_3.5_3.75,Non-White,lsat_39_43
4.0,0,1.0,ugpa_3.75_4.0,White,lsat_39_43
4.0,0,0.0,ugpa_2.25_2.5,White,lsat_31_35
3.0,0,1.0,ugpa_3.0_3.25,White,lsat_39_43
4.0,0,1.0,ugpa_3.75_4.0,White,lsat_27_31
4.0,0,1.0,ugpa_2.75_3.0,White,lsat_31_35
4.0,0,0.0,ugpa_3.5_3.75,White,lsat_39_43
4.0,0,1.0,ugpa_2.5_2.75,White,lsat_27_31
4.0,0,1.0,ugpa_3.5_3.75,White,lsat_39_43
2.0,0,0.0,ugpa_3.5_3.75,White,lsat_35_39
3.0,0,1.0,ugpa_3.0_3.25,White,lsat_27_31
4.0,0,1.0,ugpa_2.75_3.0,White,lsat_23_27
4.0,0,0.0,ugpa_3.25_3.5,White,lsat_31_35
3.0,0,0.0,ugpa_3.25_3.5,White,lsat_35_39
4.0,0,0.0,ugpa_3.0_3.25,White,lsat_39_43
3.0,1,1.0,ugpa_3.25_3.5,White,lsat_43_47
5.0,0,1.0,ugpa_3.0_3.25,White,lsat_39_43
1.0,0,0.0,ugpa_3.0_3.25,White,lsat_39_43
4.0,0,0.0,ugpa_2.75_3.0,White,lsat_27_31
4.0,0,1.0,ugpa_2.75_3.0,White,lsat_31_35
3.0,0,1.0,ugpa_2.25_2.5,White,lsat_35_39
3.0,1,1.0,ugpa_3.5_3.75,White,lsat_11_15
3.0,0,0.0,ugpa_3.0_3.25,White,lsat_27_31
4.0,0,1.0,ugpa_2.5_2.75,White,lsat_31_35
3.0,0,0.0,ugpa_3.25_3.5,White,lsat_35_39
5.0,0,1.0,ugpa_2.75_3.0,White,lsat_31_35
5.0,0,1.0,ugpa_3.25_3.5,White,lsat_35_39
4.0,0,0.0,ugpa_2.75_3.0,White,lsat_19_23
4.0,0,0.0,ugpa_3.25_3.5,White,lsat_31_35
3.0,0,0.0,ugpa_2.5_2.75,White,lsat_43_47
4.0,0,0.0,ugpa_2.0_2.25,White,lsat_35_39
2.0,1,1.0,ugpa_3.75_4.0,White,lsat_43_47
3.0,1,1.0,ugpa_3.0_3.25,White,lsat_43_47
4.0,1,0.0,ugpa_3.25_3.5,White,lsat_43_47
4.0,0,0.0,ugpa_2.75_3.0,White,lsat_27_31
5.0,0,1.0,ugpa_1.5_1.75,White,lsat_23_27
3.0,1,0.0,ugpa_3.5_3.75,White,lsat_43_47
3.0,0,1.0,ugpa_2.5_2.75,White,lsat_35_39
3.0,0,0.0,ugpa_2.25_2.5,Non-White,lsat_27_31
4.0,0,0.0,ugpa_3.0_3.25,White,lsat_35_39
4.0,0,0.0,ugpa_3.5_3.75,White,lsat_39_43
4.0,0,0.0,ugpa_3.25_3.5,White,lsat_31_35
3.0,0,1.0,ugpa_3.0_3.25,Non-White,lsat_31_35
4.0,0,1.0,ugpa_2.75_3.0,White,lsat_31_35
3.0,0,0.0,ugpa_3.5_3.75,White,lsat_27_31
3.0,0,0.0,ugpa_3.5_3.75,White,lsat_31_35
3.0,0,1.0,ugpa_3.25_3.5,White,lsat_31_35
4.0,0,0.0,ugpa_2.75_3.0,White,lsat_31_35
4.0,0,1.0,ugpa_3.5_3.75,White,lsat_39_43
2.0,0,0.0,ugpa_3.25_3.5,White,lsat_39_43
4.0,0,0.0,ugpa_2.75_3.0,White,lsat_35_39
4.0,0,1.0,ugpa_3.25_3.5,Non-White,lsat_39_43
2.0,0,1.0,ugpa_2.75_3.0,Non-White,lsat_31_35
4.0,0,1.0,ugpa_2.75_3.0,White,lsat_31_35
4.0,0,1.0,ugpa_3.25_3.5,White,lsat_35_39
3.0,0,1.0,ugpa_2.75_3.0,White,lsat_31_35
5.0,0,1.0,ugpa_2.5_2.75,White,lsat_35_39
4.0,0,0.0,ugpa_3.25_3.5,White,lsat_35_39
3.0,0,1.0,ugpa_2.75_3.0,White,lsat_35_39
2.0,0,0.0,ugpa_2.75_3.0,White,lsat_27_31
4.0,0,0.0,ugpa_3.75_4.0,White,lsat_35_39
4.0,1,1.0,ugpa_3.0_3.25,White,lsat_43_47
2.0,0,1.0,ugpa_3.0_3.25,White,lsat_27_31
3.0,0,0.0,ugpa_3.25_3.5,White,lsat_35_39
3.0,0,0.0,ugpa_2.5_2.75,White,lsat_35_39
4.0,0,0.0,ugpa_3.75_4.0,White,lsat_31_35
5.0,0,1.0,ugpa_1.5_1.75,White,lsat_39_43
3.0,0,0.0,ugpa_3.0_3.25,Non-White,lsat_31_35
3.0,0,1.0,ugpa_3.0_3.25,White,lsat_31_35
3.0,0,0.0,ugpa_3.25_3.5,Non-White,lsat_39_43
3.0,0,0.0,ugpa_3.75_4.0,Non-White,lsat_35_39
3.0,0,0.0,ugpa_3.0_3.25,Non-White,lsat_27_31
1.0,0,0.0,ugpa_3.0_3.25,White,lsat_27_31
5.0,0,1.0,ugpa_3.5_3.75,White,lsat_35_39
4.0,0,1.0,ugpa_3.25_3.5,White,lsat_31_35
4.0,0,1.0,ugpa_3.25_3.5,Non-White,lsat_35_39
3.0,0,0.0,ugpa_3.75_4.0,Non-White,lsat_35_39
4.0,1,0.0,ugpa_3.25_3.5,White,lsat_43_47
2.0,0,1.0,ugpa_2.25_2.5,White,lsat_31_35
3.0,0,0.0,ugpa_3.0_3.25,Non-White,lsat_31_35
3.0,0,0.0,ugpa_3.25_3.5,White,lsat_31_35
5.0,0,1.0,ugpa_3.25_3.5,White,lsat_35_39
3.0,0,0.0,ugpa_3.25_3.5,White,lsat_27_31
4.0,0,0.0,ugpa_2.75_3.0,White,lsat_35_39
3.0,0,1.0,ugpa_3.25_3.5,White,lsat_35_39
5.0,0,0.0,ugpa_3.25_3.5,White,lsat_31_35
5.0,0,1.0,ugpa_2.75_3.0,White,lsat_27_31
4.0,0,1.0,ugpa_3.0_3.25,White,lsat_39_43
4.0,0,1.0,ugpa_2.75_3.0,White,lsat_31_35
4.0,0,0.0,ugpa_3.0_3.25,White,lsat_39_43
4.0,0,1.0,ugpa_2.25_2.5,White,lsat_27_31
3.0,0,1.0,ugpa_3.5_3.75,White,lsat_35_39
4.0,0,0.0,ugpa_3.75_4.0,White,lsat_39_43
4.0,0,1.0,ugpa_3.5_3.75,White,lsat_39_43
4.0,0,1.0,ugpa_3.0_3.25,White,lsat_39_43
3.0,0,0.0,ugpa_3.75_4.0,White,lsat_31_35
1.0,1,1.0,ugpa_2.5_2.75,Non-White,lsat_39_43
3.0,0,0.0,ugpa_3.5_3.75,White,lsat_31_35
4.0,1,1.0,ugpa_3.75_4.0,White,lsat_43_47
2.0,1,0.0,ugpa_3.5_3.75,Non-White,lsat_43_47
3.0,1,1.0,ugpa_3.25_3.5,White,lsat_43_47
4.0,0,1.0,ugpa_2.75_3.0,Non-White,lsat_27_31
4.0,0,0.0,ugpa_2.0_2.25,White,lsat_31_35
3.0,0,1.0,ugpa_3.25_3.5,White,lsat_31_35
4.0,0,0.0,ugpa_3.0_3.25,White,lsat_19_23
4.0,0,1.0,ugpa_3.25_3.5,White,lsat_35_39
2.0,0,1.0,ugpa_3.25_3.5,White,lsat_31_35
3.0,0,1.0,ugpa_3.25_3.5,White,lsat_39_43
2.0,0,1.0,ugpa_2.25_2.5,White,lsat_35_39
4.0,0,0.0,ugpa_3.75_4.0,White,lsat_35_39
3.0,0,0.0,ugpa_2.5_2.75,White,lsat_35_39
2.0,0,0.0,ugpa_3.25_3.5,Non-White,lsat_35_39
4.0,0,0.0,ugpa_3.5_3.75,White,lsat_39_43
3.0,0,0.0,ugpa_3.0_3.25,White,lsat_31_35
4.0,0,1.0,ugpa_2.75_3.0,White,lsat_35_39
4.0,1,0.0,ugpa_3.75_4.0,White,lsat_19_23
4.0,1,1.0,ugpa_3.25_3.5,White,lsat_43_47
4.0,0,0.0,ugpa_2.25_2.5,White,lsat_19_23
2.0,0,0.0,ugpa_3.75_4.0,White,lsat_31_35
3.0,0,1.0,ugpa_3.25_3.5,Non-White,lsat_27_31
4.0,0,0.0,ugpa_3.25_3.5,White,lsat_39_43
3.0,0,0.0,ugpa_3.0_3.25,Non-White,lsat_35_39
3.0,0,0.0,ugpa_3.25_3.5,White,lsat_31_35
5.0,0,1.0,ugpa_3.25_3.5,White,lsat_39_43
3.0,1,1.0,ugpa_3.0_3.25,White,lsat_43_47
3.0,0,0.0,ugpa_2.5_2.75,White,lsat_35_39
4.0,0,1.0,ugpa_3.25_3.5,White,lsat_35_39
2.0,0,1.0,ugpa_3.25_3.5,White,lsat_39_43
4.0,0,0.0,ugpa_3.25_3.5,Non-White,lsat_27_31
2.0,0,1.0,ugpa_3.5_3.75,White,lsat_39_43
